,funding_total_usd,country_code,state_code,region,city,funding_rounds,founded_at,first_funding_at,last_funding_at,is_successful,category
60574,2000000.0,USA,TN,Memphis,Memphis,1,1912-01-01,2015-07-27,2015-07-27,0,Education
60575,7700000.0,USA,MI,Detroit,Ann Arbor,3,1817-01-01,2013-11-21,2014-11-03,0,Education
60576,11200000.0,USA,NE,Omaha,Omaha,1,2008-09-10,2013-09-18,2013-09-18,0,Education
60577,2000000.0,,,,,1,1785-01-01,2014-05-15,2014-05-15,0,
60579,1500000.0,USA,NM,Albuquerque,Albuquerque,1,1889-02-28,2013-11-27,2013-11-27,0,Education
60580,10800000.0,USA,NC,Raleigh,Chapel Hill,1,2014-01-01,2014-06-30,2014-06-30,0,Education
60581,16800000.0,USA,ND,Fargo,Grand Forks,1,1883-01-01,2014-08-06,2014-08-06,0,Education
60582,23650306.0,,,,,1,1881-01-01,2014-01-30,2014-01-30,0,Education
60583,10000000.0,USA,PA,Pittsburgh,Pittsburgh,1,1999-01-01,2013-09-18,2013-09-18,0,Education
60584,2100000.0,USA,PA,Pittsburgh,Pittsburgh,1,1787-01-01,2015-10-22,2015-10-22,0,Education
60585,1250000.0,USA,RI,RI - Other,Kingston,2,2014-01-01,2013-12-30,2013-12-30,0,Education
60586,4500000.0,USA,NY,"Rochester, New York",Rochester,1,1850-01-01,2014-08-05,2014-08-05,0,Career Management
60587,3700000.0,USA,NY,"Rochester, New York",Rochester,1,1850-01-01,2014-08-12,2014-08-12,0,
60588,1700000.0,USA,CA,SF Bay Area,San Francisco,1,2014-01-01,2014-08-13,2014-08-13,0,Education
60589,1800000.0,USA,TN,Memphis,Memphis,1,1911-01-01,2014-09-16,2014-09-16,0,
60591,477475356.0,GBR,R6,Coleraine,Coleraine,2,1968-01-01,2014-02-27,2014-02-27,0,Education
60593,4000000.0,USA,VA,"Washington, D.C.",Charlottesville,1,1819-01-01,2014-02-04,2014-02-04,0,Education
60594,6000000.0,USA,WA,Seattle,Seattle,1,1861-01-01,2015-03-31,2015-03-31,0,Education
60595,33000000.0,AUS,2,Sydney,Wollongong,2,1951-01-01,2013-12-06,2013-12-06,0,Education
60596,1000000.0,USA,NY,NY - Other,Florida,1,2011-11-15,2014-12-30,2014-12-30,0,Colleges
60597,5000000.0,USA,UT,Salt Lake City,Salt Lake City,1,2004-01-01,2005-01-13,2005-01-13,0,
60598,500000.0,USA,FL,Ft. Lauderdale,Fort Lauderdale,1,2008-01-01,2008-07-01,2008-07-01,0,All Students
60599,40500000.0,USA,CA,SF Bay Area,San Francisco,4,2010-01-01,2010-12-01,2013-09-24,0,Colleges
60601,500000.0,USA,CA,Los Angeles,Los Angeles,1,1961-01-01,2013-08-07,2013-08-07,0,Curated Web
60602,125000000.0,USA,NY,New York City,New York,1,1961-01-01,2014-01-31,2014-01-31,0,Broadcasting
60603,45100000.0,USA,MN,Minneapolis,Eden Prairie,2,2008-01-01,2010-01-06,2015-03-17,0,Health Care
60604,2000000.0,RUS,48,Moscow,Moscow,1,2010-01-01,2010-01-01,2010-01-01,0,EdTech
60605,500000.0,CAN,QC,Quebec City,Quebec,1,2012-02-01,2013-09-01,2013-09-01,0,All Students
60607,2252425.0,ESP,29,Madrid,Madrid,2,2004-10-16,2005-07-20,2007-05-19,0,App Marketing
60608,10300000.0,NZL,E7,NZL - Other,Takapuna,4,2009-12-10,2012-03-28,2015-06-16,0,Software
60611,510294.0,GBR,H9,London,London,1,2007-10-01,2007-10-15,2007-10-15,1,Enterprises
60614,8700000.0,USA,NY,New York City,New York,2,2011-02-01,2012-04-13,2013-09-01,0,Analytics
60617,250000.0,IND,19,IND - Other,Tumkur,1,2013-01-01,2014-08-11,2014-08-11,0,Financial Exchanges
60619,3660720.0,FRA,A8,Paris,Paris,1,2007-01-01,2010-09-20,2010-09-20,0,Mobile
60620,3000000.0,USA,NY,New York City,New York,1,2012-01-01,2013-10-02,2013-10-02,0,Price Comparison
60621,110424.0,ESP,56,Barcelona,Barcelona,1,2015-03-05,2015-07-28,2015-07-28,0,Internet
60624,18689487.0,USA,MA,Boston,Boston,3,2010-12-01,2012-06-24,2013-11-26,0,Hospitality
60625,850000.0,USA,CO,Denver,Boulder,1,2005-01-01,2012-01-01,2012-01-01,0,Adventure Travel
60627,164223.0,GBR,B7,Bristol,Bristol,1,2012-04-01,2014-01-20,2014-01-20,0,Business Intelligence
60628,25000000.0,GBR,H9,London,London,1,2006-01-01,2012-01-03,2012-01-03,1,Advertising
60630,1000000.0,DNK,18,Aarhus,Aarhus,2,2012-06-01,2012-06-01,2013-09-26,0,Natural Language Processing
60631,935000.0,USA,CA,CA - Other,Lucerne Valley,3,2010-10-01,2010-10-13,2012-03-30,0,Social Network Media
60632,250000.0,IND,19,Bangalore,Bangalore,1,2013-01-01,2014-03-13,2014-03-13,0,Consulting
60633,2100000.0,USA,CA,Los Angeles,Santa Monica,2,2010-05-01,2010-05-01,2010-10-21,1,Curated Web
60634,30510526.0,USA,CA,SF Bay Area,Sunnyvale,4,2003-01-01,2006-03-01,2010-04-08,0,Brand Marketing
60635,5200000.0,USA,NY,New York City,New York,4,2013-10-01,2013-10-31,2015-04-21,0,Banking
60638,1788702.11029584,DEU,2,Munich,Munich,1,2013-01-15,2015-05-04,2015-05-04,0,E-Commerce
60639,77000000.0,USA,MA,Boston,Cambridge,2,2014-01-01,2014-10-21,2015-06-11,0,Biotechnology
60641,200000.0,USA,CA,Los Angeles,Los Angeles,1,2010-01-01,2010-09-16,2010-09-16,0,Games
60644,4600000.0,USA,TX,Austin,Austin,1,2008-01-01,2012-01-03,2012-01-03,0,Android
60645,4400000.0,USA,NY,New York City,New York,4,1999-01-01,2001-08-21,2011-06-16,1,Finance
60646,300000.0,USA,NY,New York City,New York,1,2007-10-01,2008-12-23,2008-12-23,0,Web Hosting
60647,2513724.0,USA,CA,SF Bay Area,San Francisco,3,2014-03-01,2014-06-23,2015-04-06,0,Medical Devices
60648,35000.0,SYC,8,Seychelles,Victoria,1,2011-11-10,2011-10-23,2011-10-23,0,Apps
60649,455455.0,ESP,56,Barcelona,Barcelona,2,2012-03-23,2012-12-23,2013-12-19,0,Social Media
60650,25219.8898355061,CAN,BC,Vancouver,Vancouver,1,2012-01-01,2015-11-12,2015-11-12,0,Technology
60653,270035.0,GBR,M3,GBR - Other,Wells,2,2012-01-01,2014-04-01,2014-07-21,0,Crowdfunding
60654,242718.0,CAN,NS,Halifax,Halifax,1,2009-01-31,2013-09-13,2013-09-13,0,Analytics
60655,1299000.0,FRA,A8,Paris,Paris,1,2005-07-18,2009-01-26,2009-01-26,0,E-Commerce
60657,20000.0,JPN,22,JPN - Other,Kyoto,1,2014-07-17,2015-05-12,2015-05-12,0,Internet of Things
60662,2000000.0,USA,CA,Anaheim,Irvine,1,2011-01-01,2013-05-10,2013-05-10,0,E-Commerce
60663,350000.0,USA,OH,Cleveland,Cleveland,1,2011-02-01,2012-01-01,2012-01-01,0,Education
60664,48451.0,GBR,A7,Birmingham,Birmingham,1,2012-10-01,2012-10-01,2012-10-01,0,Cloud Computing
60666,5730000.0,USA,,,,1,2008-01-01,2009-09-25,2009-09-25,0,Curated Web
60667,14000000.0,USA,CA,SF Bay Area,San Francisco,4,2012-04-01,2013-04-01,2015-07-28,0,Legal
60668,350450.0,USA,WA,Seattle,Issaquah,2,2014-12-04,2015-01-01,2015-01-01,0,Marketplaces
60669,18973011.0,USA,MA,Boston,Southborough,3,2003-01-01,2006-02-16,2013-01-03,0,Software
60670,9500000.0,USA,NY,New York City,New York,4,2010-11-01,2011-08-23,2014-04-01,0,Consumer Internet
60671,1750000.0,USA,MA,Boston,Cambridge,3,2007-03-12,2007-07-01,2008-09-09,0,Social Media
60672,675000.0,,,,,1,2015-03-31,2015-04-30,2015-04-30,0,
60673,4000000.0,USA,OH,"Columbus, Ohio",Dublin,3,2008-07-28,2009-04-28,2015-05-19,0,Electronic Health Records
60674,200000.0,USA,CA,SF Bay Area,San Mateo,1,2013-01-01,2014-07-18,2014-07-18,0,Consumer Electronics
60675,40000.0,CRI,8,Costa Rica,San José,1,2014-01-02,2013-02-10,2013-02-10,0,Travel & Tourism
60677,1000000.0,UGA,37,Kampala,Kampala,1,2011-01-01,2014-01-24,2014-01-24,0,Clean Technology
60678,340000.0,USA,CA,SF Bay Area,San Francisco,1,2013-02-05,2015-02-25,2015-02-25,0,Advertising
60680,1231189.0,USA,NY,New York City,New York,2,2012-08-01,2013-06-01,2013-09-20,0,Social Media
60681,13100.0,USA,VA,"Washington, D.C.",Fredericksburg,1,2011-04-04,2012-01-11,2012-01-11,0,Education
60682,85000.0,USA,MO,St. Louis,Saint Louis,1,2012-06-22,2013-09-12,2013-09-12,0,Games
60685,31376300.0,USA,TX,Austin,Austin,2,2010-01-01,2010-10-28,2014-01-05,0,Cloud Data Services
60686,240000.0,USA,NY,New York City,New York,1,2010-12-15,2011-01-01,2011-01-01,0,Advertising
60688,360000.0,USA,TX,Dallas,Dallas,1,1996-01-01,2014-02-02,2014-02-02,0,Education
60689,8199999.0,USA,CA,SF Bay Area,Sunnyvale,1,2011-12-22,2014-11-10,2014-11-10,0,Technology
60691,653011.0,FRA,A8,Paris,Paris,2,2012-04-01,2012-04-01,2012-12-01,0,Mobile
60693,45226149.0,USA,TX,Austin,Austin,8,2003-01-01,2006-04-10,2014-02-12,0,Enterprise Software
60695,3700000.0,USA,CA,SF Bay Area,Mountain View,2,2011-01-01,2009-12-13,2011-08-17,0,Career Management
60696,1524250.0,GBR,H9,London,London,1,2011-08-01,2015-06-02,2015-06-02,0,Active Lifestyle
60697,2150000.0,USA,CA,SF Bay Area,Burlingame,1,2013-01-01,2014-11-01,2014-11-01,0,Marketplaces
60698,556799.0,USA,NY,New York City,New York,1,2007-05-01,2011-03-14,2011-03-14,1,Maps
60700,1113000.0,USA,CA,SF Bay Area,San Francisco,2,2011-01-01,2013-05-22,2014-10-01,0,Colleges
60704,1487693.0,GBR,H9,London,London,2,2011-01-01,2014-03-31,2015-05-07,0,Collaborative Consumption
60705,600000.0,USA,MD,Baltimore,Columbia,2,2011-01-01,2012-03-07,2013-03-20,1,Mobile
60706,622525.0,ESP,29,Madrid,Madrid,3,2012-10-11,2012-10-22,2014-09-01,0,Apps
60707,7417650.0,ESP,56,Barcelona,Barcelona,3,2010-12-01,2011-03-22,2013-10-07,0,Application Platforms
60711,5250000.0,USA,TX,Austin,Austin,5,2008-01-01,2001-02-19,2004-11-16,0,Artificial Intelligence
60713,1200000.0,USA,CA,SF Bay Area,San Francisco,2,2013-01-01,2013-10-01,2014-07-14,1,Finance
60714,332000.0,USA,WA,Seattle,Seattle,2,2009-01-01,2012-02-21,2015-08-26,0,Games
60715,320000.0,DNK,17,DNK - Other,Kongens Lyngby,1,2007-07-02,2008-01-01,2008-01-01,0,Finance
60716,1330000.0,USA,MN,Minneapolis,Minneapolis,1,2013-03-01,2014-10-01,2014-10-01,0,Apps
60717,30043333.0,USA,CA,SF Bay Area,San Francisco,6,2007-01-01,2010-04-09,2015-04-17,0,Big Data Analytics
60719,2600000.0,USA,TX,Austin,Austin,1,2005-01-01,2008-02-13,2008-02-13,0,Health and Wellness
60720,53150000.0,USA,CA,SF Bay Area,Palo Alto,4,2012-04-01,2012-08-08,2015-07-16,0,Finance
60721,497608.0,CAN,NS,Halifax,Halifax,1,2010-01-01,2010-05-01,2010-05-01,0,Project Management
60722,30000.0,USA,OR,"Portland, Oregon",Portland,1,2011-10-01,2012-12-28,2012-12-28,0,Entrepreneur
60723,826070.0,EST,1,Tallinn,Tallinn,2,2010-04-15,2014-01-01,2015-02-09,0,Human Resources
60724,6250000.0,USA,NY,New York City,New York,5,2010-01-01,2011-03-28,2014-12-01,0,Analytics
60725,15291100.0,USA,CA,SF Bay Area,Redwood City,1,2001-01-01,2009-05-27,2009-05-27,0,Advertising
60728,18781724.0,USA,CA,SF Bay Area,Palo Alto,4,2008-01-01,2006-11-21,2010-09-01,0,Search
60729,45000000.0,USA,IL,Chicago,Chicago,1,2014-01-01,2015-10-27,2015-10-27,0,Analytics
60730,66416775.0,USA,CA,"Orange County, California",Tustin,5,2005-01-01,2009-05-20,2012-03-13,0,Biotechnology
60731,809929.0,USA,WA,Seattle,Bothell,2,2012-01-01,2012-09-27,2013-10-23,0,Games
60732,55225.0,CZE,52,Prague,Prague,1,2013-01-01,2014-04-23,2014-04-23,0,Loyalty Programs
60733,6500000.0,USA,OH,"Columbus, Ohio",Columbus,2,2004-01-01,2005-09-06,2011-10-20,1,Software
60734,2924999.0,USA,MI,Detroit,Detroit,2,2011-01-01,2011-10-01,2013-06-13,0,Android
60735,350000.0,USA,NY,New York City,New York,1,2014-01-01,2014-10-01,2014-10-01,0,Bitcoin
60736,4865220.0,USA,FL,"Naples, Florida",Naples,1,2011-01-01,2015-02-18,2015-02-18,0,Software
60737,40000.0,USA,CA,San Diego,San Diego,1,2013-09-01,2013-12-16,2013-12-16,0,E-Commerce
60738,2380952.38095238,CAN,ON,Toronto,Toronto,1,2010-08-27,2013-07-01,2013-07-01,0,CAD
60739,600000.0,,,,,1,2015-01-01,2015-10-26,2015-10-26,0,All Markets
60740,25000.0,USA,MA,Boston,Boston,1,2009-03-01,2009-04-15,2009-04-15,0,Education
60741,33800000.0,USA,CA,San Diego,San Diego,3,2007-09-01,2008-03-25,2010-03-10,0,Clean Technology
60742,12000000.0,USA,NY,New York City,New York,2,2012-03-26,2012-10-16,2013-09-16,0,Digital Media
60743,43000000.0,JPN,40,Tokyo,Tokyo,1,2007-08-29,2009-06-07,2009-06-07,0,Mobile
60745,56800000.0,USA,CO,Denver,Longmont,3,1967-01-01,2010-01-20,2015-10-28,1,Automotive
60747,15000.0,FIN,13,Helsinki,Helsinki,1,2011-04-01,2011-07-08,2011-07-08,0,E-Commerce
60749,2000.0,USA,CO,Grand Junction,Grand Junction,1,2014-12-29,2015-02-13,2015-02-13,0,Clean Technology
60750,76528489.0,USA,OR,"Portland, Oregon",Portland,7,2009-06-01,2010-02-16,2015-03-04,0,Internet
60756,25000.0,USA,OK,Oklahoma City,Oklahoma City,1,2014-06-17,2014-07-26,2014-07-26,0,Groceries
60757,106600.0,ESP,56,Barcelona,Barcelona,1,2012-11-05,2013-02-15,2013-02-15,0,Fashion
60758,26089000.0,USA,NY,New York City,New York,3,2008-01-14,2013-08-07,2014-04-15,0,Clean Technology
60759,463000.0,USA,MA,Boston,Boston,2,2011-01-01,2012-08-23,2012-12-01,0,Finance
60760,2055000.0,USA,MA,Boston,Cambridge,2,2006-01-01,2010-08-11,2011-06-21,0,Consulting
60761,250000.0,USA,NY,New York City,New York,1,2009-02-18,2010-08-30,2010-08-30,0,Career Management
60762,77000000.0,IND,19,Bangalore,Bangalore,4,2012-07-12,2012-08-01,2015-04-09,0,E-Commerce
60763,118000.0,USA,IL,Chicago,Chicago,1,2013-04-09,2015-07-06,2015-07-06,0,Apps
60764,1500000.0,GBR,H9,London,London,2,2014-02-10,2015-06-02,2015-06-18,0,Apps
60768,100000.0,GRC,35,Athens,Athens,1,2015-02-01,2015-03-01,2015-03-01,0,E-Commerce
60769,243000.0,USA,NC,Raleigh,Durham,5,2007-01-01,2009-09-28,2014-02-10,0,Education
60770,6000000.0,USA,CA,SF Bay Area,Richmond,2,2012-08-21,2012-11-16,2015-01-01,0,E-Commerce
60771,15000.0,USA,TX,Dallas,Dallas,1,2014-01-15,2014-05-09,2014-05-09,0,Clean Technology
60774,105882.0,GBR,H9,London,London,3,2010-05-01,2010-05-01,2014-04-07,0,Green
60776,4625250.0,,,,,3,2010-10-01,2012-04-26,2014-02-17,0,Curated Web
60777,6000000.0,USA,IL,Chicago,Chicago,2,2011-01-01,2011-10-01,2013-08-06,0,SaaS
60778,700000.0,ARE,3,Dubai,Dubai,1,2012-01-01,2013-12-10,2013-12-10,0,Advertising
60779,36600000.0,IND,7,Delhi,Delhi,3,2014-10-01,2015-04-16,2015-11-19,0,Apps
60781,2960391.0,CHE,25,Zurich,Zürich,2,2011-07-19,2013-12-12,2015-04-01,0,Clean Technology
60782,2000000.0,IDN,30,Jakarta,Bandung,2,2011-05-15,2012-05-10,2013-06-05,0,E-Commerce
60784,400000.0,USA,CA,SF Bay Area,San Francisco,1,2004-01-01,2006-05-01,2006-05-01,0,Business Intelligence
60785,500000.0,AUS,2,Sydney,Sydney,1,2014-01-01,2015-10-15,2015-10-15,0,Home & Garden
60787,23007496.0,USA,CA,SF Bay Area,San Francisco,5,2010-12-29,2011-11-18,2015-01-28,0,Social Media
60788,1500000.0,USA,DC,"Washington, D.C.",Washington,1,2014-02-01,2015-02-09,2015-02-09,0,E-Commerce
60789,50000.0,USA,MI,Detroit,Southfield,1,2014-10-01,2014-10-21,2014-10-21,0,Games
60794,200000.0,USA,NY,New York City,Brooklyn,2,2013-06-01,2013-06-01,2013-12-18,0,Delivery
60795,675000.0,USA,CA,Los Angeles,Los Angeles,2,2012-01-01,2012-03-01,2013-01-01,0,Curated Web
60801,250000.0,USA,MA,Boston,Belmont,1,2010-01-01,2012-01-20,2012-01-20,0,Software
60804,400000.0,USA,NY,New York City,New York,1,2007-01-01,2010-03-01,2010-03-01,0,Finance
60805,8710000.0,USA,VA,"Washington, D.C.",Sterling,3,2013-01-01,2014-04-17,2015-09-29,0,Software
60806,26950000.0,USA,CO,Denver,Denver,6,2010-06-01,2010-04-03,2014-06-30,0,Health and Wellness
60807,203313.0,USA,CA,Ontario - Inland Empire,Walnut,2,2012-01-01,2012-07-01,2013-04-01,0,E-Commerce
60809,125000.0,IND,7,New Delhi,New Delhi,1,2013-10-01,2015-07-14,2015-07-14,0,B2B
60810,10200000.0,,,,,3,2009-01-01,2011-08-02,2012-12-14,0,Enterprise Software
60811,100000.0,IND,3,IND - Other,Powai,1,2012-01-01,2015-03-27,2015-03-27,0,Energy
60814,928200.0,USA,OH,Cleveland,Rocky River,1,2013-01-01,2015-09-23,2015-09-23,0,Health and Wellness
60816,1250000.0,USA,MN,Minneapolis,Plymouth,1,1997-01-01,2012-12-28,2012-12-28,0,Biotechnology
60817,2000.0,USA,SC,Hilton Head Island,Bluffton,1,2009-06-17,2010-07-08,2010-07-08,0,Entertainment
60818,1136438.0,GBR,C3,London,Cambridge,1,2007-01-01,2013-06-19,2013-06-19,0,Biotechnology
60820,404000.0,USA,TN,Memphis,Memphis,4,2012-05-15,2012-06-01,2014-01-07,0,Medical Devices
60821,250000.0,USA,NY,Elmira,Ithaca,1,2014-01-01,2015-11-16,2015-11-16,0,Defense
60822,512000.0,USA,NY,New York City,New York,2,2008-01-01,2011-07-01,2012-01-11,0,Curated Web
60823,14656980.0,CAN,BC,Vancouver,Vancouver,3,2010-12-10,2012-08-16,2015-07-20,1,Aerospace
60824,13400000.0,CHE,23,Lausanne,Lausanne,1,2012-01-31,2013-05-22,2013-05-22,0,Curated Web
60825,200000.0,USA,GA,Atlanta,Atlanta,1,2013-01-01,2013-05-01,2013-05-01,1,Software
60827,15100000.0,USA,CA,SF Bay Area,San Francisco,4,2013-02-01,2013-06-01,2014-04-28,0,Digital Media
60829,1500000.0,USA,NE,Omaha,Omaha,1,1979-01-01,2003-01-29,2003-01-29,0,Advertising
60830,125000.0,USA,TX,Houston,Sugar Land,1,1997-01-01,2011-08-12,2011-08-12,0,Cloud Management
60832,9100000.0,USA,CA,Anaheim,Newport Beach,1,2005-01-01,2011-09-23,2011-09-23,0,Curated Web
60833,200000.0,USA,WA,Seattle,Seattle,1,2009-01-01,2009-12-11,2009-12-11,0,Software
60834,1505.0,USA,NY,New York City,Brooklyn,1,2014-02-09,2014-07-09,2014-07-09,0,Mobile Emergency&Health
60836,26500.0,USA,CA,San Diego,San Diego,1,2012-02-03,2013-05-30,2013-05-30,0,Entertainment
60837,1010004.0,USA,NV,Las Vegas,Las Vegas,1,2006-01-01,2010-07-13,2010-07-13,0,Biotechnology
60838,150000.0,USA,WI,Milwaukee,Thiensville,1,2009-01-01,2014-09-05,2014-09-05,0,B2B
60840,6000000.0,USA,DC,"Washington, D.C.",Washington,1,2011-11-18,2015-09-16,2015-09-16,0,Non Profit
60841,553700.0,USA,FL,Tampa,Lakeland,1,2009-01-01,2011-02-24,2011-02-24,0,Hardware + Software
60842,300000.0,USA,CA,"Orange County, California",Ladera Ranch,1,2014-12-18,2014-12-18,2014-12-18,0,Engineering Firms
60843,2633333.0,USA,FL,Jacksonville,Jacksonville,4,2004-01-01,2009-02-07,2013-05-24,0,Health and Wellness
60844,50000.0,USA,IN,South Bend,Syracuse,1,2009-05-01,2008-01-01,2008-01-01,0,Animal Feed
60845,80000000.0,USA,CA,Los Angeles,Santa Monica,1,2003-01-01,2005-10-06,2005-10-06,0,
60852,10732800.0,USA,PA,Philadelphia,Malvern,1,1992-01-01,2011-03-23,2011-03-23,1,Mobile
60853,250000.0,POL,86,Poznan,Poznan,1,2010-11-10,2013-04-24,2013-04-24,0,Usability
60854,2573437.0,USA,CA,SF Bay Area,San Francisco,1,2008-01-01,2009-06-10,2009-06-10,0,Security
60856,50000.0,RUS,48,Moscow,Moscow,1,2013-06-12,2013-06-16,2013-06-16,0,Collaborative Consumption
60857,3972500.0,CHN,30,Shenzhen,Shenzhen,4,2006-06-01,2006-09-01,2013-11-20,0,Advertising
60859,14000000.0,USA,SC,Myrtle Beach,Kingstree,1,2013-03-01,2013-12-24,2013-12-24,0,Mobile
60860,500000.0,USA,MD,"Washington, D.C.",Rockville,1,2013-01-07,2014-02-01,2014-02-01,0,Digital Media
60862,6108466.0,USA,MD,"Washington, D.C.",Rockville,2,2009-01-01,2010-04-05,2013-04-30,0,Biotechnology
60863,40000.0,POL,82,Gdansk,Gdansk,1,2009-11-01,2012-07-01,2012-07-01,0,Analytics
60865,250000.0,USA,CO,Denver,Boulder,1,2011-08-11,2013-11-01,2013-11-01,0,Cloud Computing
60866,6700000.0,USA,CA,SF Bay Area,San Jose,2,2013-01-01,2014-10-02,2015-09-14,0,Innovation Engineering
60869,1728109.0,JPN,40,Tokyo,Tokyo,1,2007-01-01,2015-05-25,2015-05-25,0,Web Development
60870,5624176.0,GBR,P4,,,4,2009-01-01,2011-12-01,2014-10-30,0,Software
60871,1000000.0,ISR,5,Tel Aviv,Tel Aviv,1,2012-01-01,2012-01-01,2012-01-01,0,Internet
60872,500000.0,FRA,A8,Paris,Paris,1,2008-09-01,2008-09-01,2008-09-01,0,Advertising
60874,1000000.0,NLD,7,Amsterdam,Amsterdam,1,2009-01-01,2011-06-22,2011-06-22,0,Curated Web
60876,120000.0,USA,OH,Cincinnati,Cincinnati,1,2014-07-01,2014-12-21,2014-12-21,0,Analytics
60877,4000000.0,USA,NY,New York City,New York,1,2011-03-31,2014-09-12,2014-09-12,0,Big Data
60878,244778.0,CAN,NS,Fredericton,Fredericton,1,2012-01-01,2012-01-01,2012-01-01,1,Analytics
60879,700000.0,USA,CA,SF Bay Area,San Francisco,1,2011-06-01,2012-01-01,2012-01-01,1,Advertising
60880,1200000.0,USA,GA,Atlanta,Atlanta,1,2014-02-01,2014-05-01,2014-05-01,0,Marketing Automation
60883,7600000.0,USA,WA,Seattle,Seattle,1,2013-06-12,2013-09-24,2013-09-24,0,Business Analytics
60884,18000.0,USA,MA,Boston,Cambridge,1,2010-03-01,2010-03-01,2010-03-01,0,Analytics
60885,40000.0,SGP,,Singapore,Singapore,1,2013-06-01,2013-09-08,2013-09-08,0,App Marketing
60888,48500000.0,USA,CA,SF Bay Area,Mountain View,2,2007-01-01,2012-09-06,2015-01-28,0,Crowdsourcing
60889,1800000.0,USA,CA,SF Bay Area,San Francisco,2,2008-02-22,2009-05-19,2011-11-18,0,Customer Service
60890,36413355.0,USA,CA,SF Bay Area,San Jose,2,2007-08-01,2008-10-01,2015-10-15,0,Software
60891,40798.0,COL,34,Bogota,Bogotá,1,2013-01-01,2014-08-01,2014-08-01,0,Apps
60892,38484.0,ROM,13,Cluj-Napoca,Cluj,1,2012-08-15,2013-04-03,2013-04-03,0,Curated Web
60893,154392.0,FIN,13,Helsinki,Helsinki,1,2011-12-09,2013-11-19,2013-11-19,0,Cloud Computing
60894,177139.0,GBR,H9,London,London,1,2012-02-23,2012-11-01,2012-11-01,0,Art
60895,45048169.0,USA,CA,Anaheim,San Clemente,3,2001-01-01,2012-05-25,2015-01-26,0,Health Care
60896,22000000.0,USA,GA,Atlanta,Atlanta,1,1999-01-01,1999-12-02,1999-12-02,0,
60897,2095740.0,KEN,5,Nairobi,Nairobi,6,2008-01-09,2008-08-01,2009-12-01,0,Information Technology
60898,1000.0,,,,,1,2013-02-01,2014-02-10,2014-02-10,0,Advertising
60900,5994768.0,CHN,23,Shanghai,Shanghai,4,2010-02-22,2010-05-01,2011-10-13,0,Professional Networking
60901,44709996.0,NLD,7,Amsterdam,Amsterdam,6,2003-01-01,2005-06-24,2013-06-12,0,Public Transportation
60903,3265000.0,USA,CO,Denver,Denver,5,2010-01-01,2008-05-01,2011-12-20,0,Finance
60905,850000.0,USA,NY,New York City,New York,1,2012-02-01,2013-11-01,2013-11-01,0,Collaboration
60906,980000.0,USA,TX,Dallas,Irving,1,1994-01-01,2012-08-15,2012-08-15,0,Health and Wellness
60910,18885.0,ESP,29,Madrid,Madrid,2,2009-06-06,2012-03-01,2012-07-01,0,EdTech
60911,50000.0,,,,,1,2011-12-01,2012-10-01,2012-10-01,0,Personalization
60913,100000.0,USA,NY,New York City,New York,1,2012-11-01,2015-07-01,2015-07-01,0,Apps
60914,60310000.0,USA,CA,SF Bay Area,San Francisco,5,2007-01-01,2007-12-01,2010-02-02,0,Apps
60915,1000000.0,USA,CA,SF Bay Area,Sunnyvale,1,2008-01-01,2011-05-06,2011-05-06,0,Fashion
60916,250000.0,USA,TX,Austin,Austin,1,2010-01-01,2011-02-10,2011-02-10,0,Distribution
60917,2000000.0,USA,CA,SF Bay Area,Sausalito,1,2012-09-01,2013-09-25,2013-09-25,0,Software
60918,5559000.0,USA,CA,SF Bay Area,San Francisco,1,2010-01-01,2012-04-01,2012-04-01,0,E-Commerce
60921,20000.0,USA,OH,"Columbus, Ohio",Columbus,1,2010-01-01,2012-01-01,2012-01-01,0,Messaging
60923,5000000.0,CAN,QC,Montreal,Montréal,1,1994-01-01,2011-02-11,2011-02-11,0,Clean Technology
60927,29500000.0,USA,GA,Atlanta,Tucker,3,2006-01-01,2000-11-14,2015-06-30,0,Hardware + Software
60928,11280346.0,GBR,P8,London,Salisbury,1,2009-01-01,2013-03-07,2013-03-07,0,Clean Technology
60931,750000.0,USA,TN,Nashville,Nashville,2,2012-01-01,2013-08-07,2014-12-04,0,Health and Wellness
60933,100000.0,USA,MA,Boston,Boston,1,2007-03-01,2007-03-01,2007-03-01,0,E-Commerce
60936,7500000.0,USA,CA,SF Bay Area,San Francisco,1,1999-01-01,2008-09-25,2008-09-25,1,Enterprise Software
60937,76269.0,BHR,2,Bahrain,Manama,2,2012-09-11,2012-11-11,2015-04-17,0,Apps
60938,200000.0,DEU,1,Stuttgart,Stuttgart,1,2011-12-01,2014-01-10,2014-01-10,0,Photography
60940,2000000.0,USA,WA,Seattle,Seattle,3,2012-07-15,2012-07-15,2014-12-12,0,Artificial Intelligence
60941,180500000.0,CHN,22,Beijing,Beijing,5,2010-09-01,1996-12-01,2010-02-01,1,Curated Web
60942,4000000.0,USA,MA,Boston,Maynard,1,2007-09-17,2007-09-01,2007-09-01,0,Audio
60944,43500000.0,CHN,22,Beijing,Beijing,3,2005-01-01,2005-12-01,2007-03-07,0,Photography
60947,2005844.0,USA,TX,Austin,Austin,1,2010-01-01,2010-11-05,2010-11-05,0,Fitness
60948,10890001.0,USA,CA,SF Bay Area,San Francisco,6,2007-01-01,2007-11-01,2014-11-20,0,Colleges
